Text,Tag,text,tag,d,Col0,Col1
Address:-,O,,,,,
GAT,O,,,,,
NO.255B,O,,,,,
PLOT,O,,,,,
NO.26/27,O,,,,,
JYOTIBA,O,,,,,
NAGAR,O,,,,,
TALAWADE,O,,,,,
PUNE-411062,O,,,,,
Registered,O,,,,,
office,O,,,,,
:,O,,,,,
#NAME?,O,,,,,
Adinath,O,,,,,
Society,O,,,,,
Pune,O,,,,,
-,O,,,,,
Satara,O,,,,,
Road,O,,,,,
PUNE,O,,,,,
-,O,,,,,
411037,O,,,,,
CONTACT,O,,,,,
:,O,,,,,
-,O,,,,,
20,O,,,,,
-,O,,,,,
24269505,O,,,,,
Mob:-,O,,,,,
91,O,,,,,
8446380632,O,,,,,
-,O,,,,,
Email,O,,,,,
:,O,,,,,
-,O,,,,,
avivadoor@gmail.com,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
Original,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
:,O,,,,,
TI-502/18,B-INV_NO,,,,,
-,I-INV_NO,,,,,
19,I-INV_NO,,,,,
Date,B-INV_DL,,,,,
:,O,,,,,
26-12-2018,B-INV_DT,,,,,
Buyer,O,,,,,
Party,O,,,,,
M,O,,,,,
/,O,,,,,
s,O,,,,,
.,O,,,,,
:,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
SIDDHARTH,O,,,,,
EDEN,O,,,,,
COURT,O,,,,,
MODEL,O,,,,,
COIONY,O,,,,,
PUNE,O,,,,,
-,O,,,,,
MO,O,,,,,
-,O,,,,,
NO-8308846229,O,,,,,
11859-BANER,O,,,,,
PUNE,O,,,,,
Place,O,,,,,
of,O,,,,,
Supply,O,,,,,
:,O,,,,,
27-Maharashtra,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
Po,O,,,,,
/,O,,,,,
Ref,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
Ch,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
1038,O,,,,,
Ch,O,,,,,
Date,O,,,,,
.,O,,,,,
:,O,,,,,
26-12-2018,O,,,,,
Vehicle,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
MH14EM5235,O,,,,,
Site,O,,,,,
Name,O,,,,,
:,O,,,,,
SAARTHI,O,,,,,
/,O,,,,,
SKB,O,,,,,
Del,O,,,,,
.,O,,,,,
Add,O,,,,,
:,O,,,,,
BANER,O,,,,,
Despatch,O,,,,,
Thr,O,,,,,
.,O,,,,,
:,O,,,,,
SrNo,O,,,,,
Product,O,,,,,
Name,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Nos,O,,,,,
Total,O,,,,,
Rate,O,,,,,
GST%,O,,,,,
Amount,O,,,,,
7318,O,,,,,
1,O,,,,,
Nylon,O,,,,,
Frame,O,,,,,
Fixing,O,,,,,
Screw,O,,,,,
10,O,,,,,
x,O,,,,,
120,O,,,,,
1,O,,,,,
500,O,,,,,
PCS,O,,,,,
7.5,O,,,,,
18,O,,,,,
3750,O,,,,,
SITE,O,,,,,
NAME,O,,,,,
:,O,,,,,
RECEIVED,O,,,,,
Skyboy,O,,,,,
DATE,O,,,,,
:,O,,,,,
1211119,O,,,,,
Prime,O,,,,,
12870,O,,,,,
mail,O,,,,,
121119,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AARFA8194J1ZP,B-SUPP_G,,,,,
Sub,O,,,,,
Total,O,,,,,
3750,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
INDIAN,O,,,,,
BANK,O,,,,,
Bank,O,,,,,
A,O,,,,,
/,O,,,,,
c,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
894914709,O,,,,,
RTGS,O,,,,,
/,O,,,,,
IFSC,O,,,,,
Code,O,,,,,
:,O,,,,,
IDIBOOONO12,O,,,,,
Total,O,,,,,
GST,O,,,,,
:,O,,,,,
Six,O,,,,,
Hundred,O,,,,,
Seventy,O,,,,,
Five,O,,,,,
Only,O,,,,,
Taxable,O,,,,,
Amount,O,,,,,
3750,O,,,,,
Bill,O,,,,,
Amount,O,,,,,
:,O,,,,,
Four,O,,,,,
Thousand,O,,,,,
Four,O,,,,,
Hundred,O,,,,,
Twenty,O,,,,,
Five,O,,,,,
Only,O,,,,,
CGST,O,,,,,
SGST,O,,,,,
337.5,O,,,,,
337.5,O,,,,,
HSN,O,,,,,
Summary,O,,,,,
:,O,,,,,
Grand,B-GT_AMTL,,,,,
Total,I-GT_AMTL,,,,,
"4,425.00",B-GT_AMT,,,,,
HSN,O,,,,,
Code,O,,,,,
Note,O,,,,,
:,O,,,,,
-,O,,,,,
Per,O,,,,,
%,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
CGST,O,,,,,
Amount,O,,,,,
7318,O,,,,,
18,O,,,,,
%,O,,,,,
SGST,O,,,,,
Amount,O,,,,,
337.5,O,,,,,
3750,O,,,,,
337.5,O,,,,,
PROPER,O,,,,,
(,O,,,,,
lin,O,,,,,
For,O,,,,,
AVIVA,O,,,,,
DOORS,O,,,,,
KUBAY,O,,,,,
Terms,O,,,,,
&,O,,,,,
Condition,O,,,,,
:,O,,,,,
1,O,,,,,
.,O,,,,,
Goods,O,,,,,
once,O,,,,,
sold,O,,,,,
will,O,,,,,
not,O,,,,,
be,O,,,,,
taken,O,,,,,
back,O,,,,,
.,O,,,,,
2,O,,,,,
.,O,,,,,
Interest,O,,,,,
@18,O,,,,,
%,O,,,,,
p.a,O,,,,,
.,O,,,,,
will,O,,,,,
be,O,,,,,
charged,O,,,,,
if,O,,,,,
payment,O,,,,,
is,O,,,,,
not,O,,,,,
made,O,,,,,
within,O,,,,,
due,O,,,,,
date,O,,,,,
.,O,,,,,
3,O,,,,,
.,O,,,,,
Our,O,,,,,
risk,O,,,,,
and,O,,,,,
responsibility,O,,,,,
ceases,O,,,,,
as,O,,,,,
soon,O,,,,,
as,O,,,,,
the,O,,,,,
goods,O,,,,,
leave,O,,,,,
our,O,,,,,
premises,O,,,,,
.,O,,,,,
4,O,,,,,
.,O,,,,,
"""",O,,,,,
Subject,O,,,,,
to,O,,,,,
',O,,,,,
PUNE,O,,,,,
',O,,,,,
Jurisdiction,O,,,,,
only,O,,,,,
.,O,,,,,
E.,O,,,,,
&,O,,,,,
.O.E,O,,,,,
"""",O,,,,,
.,O,,,,,
Declaration,O,,,,,
:,O,,,,,
"-""I",O,,,,,
/,O,,,,,
We,O,,,,,
here,O,,,,,
by,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
GSTOs,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sales,O,,,,,
of,O,,,,,
the,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
me/,O,,,,,
us,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transaction,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
tax,O,,,,,
invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
me,O,,,,,
/,O,,,,,
us,O,,,,,
and,O,,,,,
it,O,,,,,
shall,O,,,,,
be,O,,,,,
accounted,O,,,,,
for,O,,,,,
in,O,,,,,
the,O,,,,,
turnover,O,,,,,
of,O,,,,,
sales,O,,,,,
while,O,,,,,
filling,O,,,,,
of,O,,,,,
return,O,,,,,
and,O,,,,,
the,O,,,,,
due,O,,,,,
tax,O,,,,,
.,O,,,,,
If,O,,,,,
any,O,,,,,
payable,O,,,,,
on,O,,,,,
the,O,,,,,
sales,O,,,,,
has,O,,,,,
been,O,,,,,
naid,O,,,,,
or,O,,,,,
shall,O,,,,,
ho,O,,,,,
naid,O,,,,,
"""",O,,,,,
mes,O,,,,,
AVIY,O,,,,,
COORI,O,,,,,
KETING,O,,,,,
TAX,O,,,,,
INVOICE(Page,O,,,,,
2,O,,,,,
),O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/18,B-INV_NO,,,,,
-,I-INV_NO,,,,,
19/06001,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
Book,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,B-INV_DL,,,,,
20-Nov-18,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
REAL,I-BUY_N,,,,,
VENTURES,I-BUY_N,,,,,
LLP,I-BUY_N,,,,,
Clo,I-BUY_N,,,,,
Saarthi,I-BUY_N,,,,,
GEETAI,O,,,,,
SANKUL,O,,,,,
2ND,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ACMFS9508B1ZX,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION2298,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION2298,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
16-Nov-18,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
GOPALVAN,O,,,,,
No;-8,O,,,,,
Near,O,,,,,
Bank,O,,,,,
of,O,,,,,
Mah,O,,,,,
Mayur,O,,,,,
Colony,O,,,,,
Kothrud,O,,,,,
Pune,O,,,,,
Po,O,,,,,
No:-413,O,,,,,
7030617766,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
NILASH,O,,,,,
MANE,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
25633361/32/25635253,O,,,,,
.,O,,,,,
:,O,,,,,
nilesh.mane@saarthigroup.co.in,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
Less,O,,,,,
:,O,,,,,
Round,O,,,,,
Off,O,,,,,
(,O,,,,,
-)0.49,O,,,,,
gh,O,,,,,
Total,B-GT_AMTL,,,,,
"20,706",B-GT_AMT,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
E.,O,,,,,
&,O,,,,,
O.E,O,,,,,
zidian,O,,,,,
Rupees,O,,,,,
Twenty,O,,,,,
Thousand,O,,,,,
Seven,O,,,,,
Hundred,O,,,,,
Six,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Central,O,,,,,
Tax,O,,,,,
State,O,,,,,
Tax,O,,,,,
Total,O,,,,,
Value,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
3917,O,,,,,
9,O,,,,,
%,O,,,,,
868.46,O,,,,,
9,O,,,,,
%,O,,,,,
868.46,O,,,,,
8481,O,,,,,
9,O,,,,,
%,O,,,,,
292.5,O,,,,,
9,O,,,,,
%,O,,,,,
292.5,O,,,,,
585,O,,,,,
7307,O,,,,,
907.71,O,,,,,
9,O,,,,,
%,O,,,,,
81.69,O,,,,,
9,O,,,,,
%,O,,,,,
81.69,O,,,,,
163.38,O,,,,,
7304,O,,,,,
9,O,,,,,
%,O,,,,,
322.5,O,,,,,
9,O,,,,,
%,O,,,,,
322.5,O,,,,,
645,O,,,,,
3919,O,,,,,
157.17,O,,,,,
9,O,,,,,
%,O,,,,,
14.15,O,,,,,
9,O,,,,,
%,O,,,,,
14.15,O,,,,,
28.3,O,,,,,
Total,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Three,O,,,,,
Thousand,O,,,,,
One,O,,,,,
Hundred,O,,,,,
Fifty,O,,,,,
Eight,O,,,,,
and,O,,,,,
Sixty,O,,,,,
paise,O,,,,,
Only,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
Alc,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
Pune,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
.,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
Dated,B-INV_DL,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/003236,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
09-Aug-19,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION1469,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION1469,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
07-Aug-19,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
MADHUWANTI,O,,,,,
Next,O,,,,,
to,O,,,,,
Mrutunjaya,O,,,,,
Mandir,O,,,,,
Near,O,,,,,
Karve,O,,,,,
Statue,O,,,,,
Kothrud,O,,,,,
Pune.7030617766,O,,,,,
Po,O,,,,,
No;-13406,O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
SI,O,,,,,
No,O,,,,,
.,O,,,,,
Amount,O,,,,,
GST,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
1,O,,,,,
G.I.,O,,,,,
(,O,,,,,
ISI,O,,,,,
),O,,,,,
ELBOW,O,,,,,
3,O,,,,,
"""",O,,,,,
2,O,,,,,
UPVC,O,,,,,
SOCKET,O,,,,,
2,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
3,O,,,,,
UPVC,O,,,,,
SOCKET,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
4,O,,,,,
UPVC,O,,,,,
SOCKET,O,,,,,
3,O,,,,,
"""",O,,,,,
SCH-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
5,O,,,,,
UPVC,O,,,,,
ELBOW,O,,,,,
2,O,,,,,
"""",O,,,,,
90,O,,,,,
DEG,O,,,,,
SCH-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
6,O,,,,,
UPVC,O,,,,,
ELBOW,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
90-DEG,O,,,,,
Sch-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
7,O,,,,,
Upvc,O,,,,,
Elbow,O,,,,,
3,O,,,,,
"""",O,,,,,
Sch,O,,,,,
80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
8,O,,,,,
Upvc,O,,,,,
Tee,O,,,,,
-,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
9,O,,,,,
UPVC,O,,,,,
TEE,O,,,,,
3,O,,,,,
"""",O,,,,,
SCH-80,O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
10,O,,,,,
Upvc,O,,,,,
MTA,O,,,,,
Brass-3,O,,,,,
"""",O,,,,,
11,O,,,,,
Upvc,O,,,,,
Sch-80,O,,,,,
Pipe,O,,,,,
"2""x",O,,,,,
3mtr,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
12,O,,,,,
Upvc,O,,,,,
Sch-80,O,,,,,
Pipe,O,,,,,
2,O,,,,,
"1/2""x3mtr",O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
13,O,,,,,
Upvc,O,,,,,
Sch-80,O,,,,,
Pipe,O,,,,,
"3""x",O,,,,,
3Mtr,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
14,O,,,,,
UPVC,O,,,,,
TESTED,O,,,,,
NON,O,,,,,
NSF,O,,,,,
BALLVALVE,O,,,,,
2,O,,,,,
"""",O,,,,,
15,O,,,,,
Upvc,O,,,,,
Bushing-,O,,,,,
3,O,,,,,
"""",O,,,,,
x,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
Sch80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
16,O,,,,,
UPVC,O,,,,,
NSF,O,,,,,
BALVALVE,O,,,,,
3,O,,,,,
"""",O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
17,O,,,,,
Upvc,O,,,,,
Bushing,O,,,,,
"3""x",O,,,,,
2,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
18,O,,,,,
Upvc,O,,,,,
Tee,O,,,,,
-,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
19,O,,,,,
CPVC,O,,,,,
M.T.A,O,,,,,
BRASS,O,,,,,
"3/4""X",O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
20,O,,,,,
UPVC,O,,,,,
M.T.A.,O,,,,,
BRASS,O,,,,,
1,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
(,O,,,,,
AJAY,O,,,,,
),O,,,,,
21,O,,,,,
Upvc,O,,,,,
F.T.A,O,,,,,
Brass,O,,,,,
1,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
22,O,,,,,
Upvc,O,,,,,
Bushing,O,,,,,
1,O,,,,,
"1/2""X",O,,,,,
1,O,,,,,
01-Apr,O,,,,,
"""",O,,,,,
Sch-80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
23,O,,,,,
AJAY,O,,,,,
PVC,O,,,,,
PLUG,O,,,,,
TEE,O,,,,,
160MM,O,,,,,
24,O,,,,,
Upvc,O,,,,,
Bushing-,O,,,,,
2,O,,,,,
01-Feb,O,,,,,
"""",O,,,,,
x,O,,,,,
2,O,,,,,
"""",O,,,,,
Sch80,O,,,,,
(,O,,,,,
Ajay,O,,,,,
),O,,,,,
7307,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
8481,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
3917,O,,,,,
18,O,,,,,
%,O,,,,,
3,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
15,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
20,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
5,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
3,O,,,,,
NOS,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
10,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
Nos,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
12,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
4,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
3,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
2,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
22,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
84,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
42,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
42,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
84,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
8,O,,,,,
Nos,O,,,,,
.,O,,,,,
18,O,,,,,
%,O,,,,,
